Id,SalePrice
1461,150710.1518408543
1462,148265.045416557
1463,188549.28610174733
1464,191420.73435972145
1465,178003.1708659366
1466,183884.5732827619
1467,160236.74946065395
1468,179810.7453145543
1469,173534.48697416668
1470,155550.4464775315
1471,165788.44532157143
1472,147745.69505517138
1473,149093.15359499265
1474,155614.6222709766
1475,146516.08719611977
1476,211510.43949864342
1477,202348.2748439948
1478,190327.4024975264
1479,188449.3186124444
1480,202290.21992573034
1481,194550.10270452348
1482,184728.68563974067
1483,193162.88343543353
1484,177385.04930525404
1485,185827.96141552468
1486,191063.95075269372
1487,184333.171539441
1488,177124.9348254186
1489,184727.3789287675
1490,182936.2699749318
1491,189418.80265952012
1492,142495.10716204948
1493,158535.5954966132
1494,180051.75394292996
1495,195751.5285404488
1496,180527.7201826078
1497,170900.7881372042
1498,156109.55422147628
1499,153424.42772718318
1500,163045.27545416993
1501,162490.89135891062
1502,156913.70951607675
1503,167623.75315996478
1504,192399.63020307897
1505,190281.19716429175
1506,185187.05749948847
1507,191852.8550475735
1508,170711.6103606697
1509,159716.37092146635
1510,159502.6790116716
1511,163850.51932706422
1512,168612.40794259778
1513,154285.92930093294
1514,144332.03223656176
1515,161816.37085594927
1516,162001.2019192941
1517,160931.32837479608
1518,153210.42371669618
1519,172910.63456990532
1520,158913.45741709284
1521,159619.5198514128
1522,170700.67388582253
1523,155057.70283508263
1524,153017.20611745486
1525,172104.8071380073
1526,150931.78215194712
1527,154153.27923114988
1528,156213.48514704744
1529,156611.06059926134
1530,167051.89304167338
1531,150492.11916199556
1532,144305.39798099286
1533,146139.49299660805
1534,138378.80691760426
1535,160306.32118741513
1536,156917.9650773952
1537,125795.21305958934
1538,151504.10022219564
1539,150507.0373191151
1540,133243.55618293775
1541,158792.638386051
1542,148154.4298164134
1543,155315.8469051214
1544,146717.27635458735
1545,150647.4336792276
1546,158240.0913100639
1547,157511.7997425037
1548,155630.5368492304
1549,150005.95628139045
1550,145498.71737890164
1551,153047.56790144934
1552,145276.89204756945
1553,149080.79567135253
1554,159328.18983406853
1555,159385.25364978905
1556,136668.74131982625
1557,130352.09327125283
1558,145149.8345545658
1559,124995.05650129079
1560,145592.61600698438
1561,137356.08004283404
1562,159413.55070345293
1563,157177.5250313924
1564,155379.5934652492
1565,160506.97367219153
1566,178773.48338582102
1567,144598.32318091518
1568,187696.5357447287
1569,148791.44049984397
1570,152209.33203349457
1571,144464.11484370765
1572,157337.61416919358
1573,181522.161132826
1574,143243.35006609967
1575,173394.05136795572
1576,179414.59546178245
1577,182132.70170404855
1578,149399.27893385963
1579,158889.10790733495
1580,191753.3130081284
1581,165867.4364910711
1582,158181.21252517647
1583,193056.31860157126
1584,195478.42162151827
1585,162153.82662472298
1586,130895.0366877736
1587,142647.4230825669
1588,167750.73738447612
1589,148442.66736307344
1590,155211.59868642074
1591,138827.4230820889
1592,147427.035514798
1593,158196.6996582839
1594,138276.55993772208
1595,143861.76401993362
1596,164437.12909292392
1597,163184.03507128128
1598,184090.672025801
1599,157054.9823230478
1600,157470.7013130823
1601,132670.30004508534
1602,151691.99502008603
1603,132159.5542178734
1604,179071.32943885832
1605,196080.57430500598
1606,156464.52367052372
1607,165763.84767095058
1608,188126.57846168958
1609,180642.33638609122
1610,164681.2633467907
1611,153923.00221308973
1612,189178.45333479496
1613,168808.40869823104
1614,156080.34016907797
1615,143455.14031172075
1616,138830.79576701764
1617,161019.6790130864
1618,151349.77279153166
1619,152503.8579981224
1620,152523.50908827546
1621,161263.91095660787
1622,150732.9017979739
1623,176327.65688760765
1624,183051.90360645563
1625,149464.67881325935
1626,165659.96499225765
1627,191066.69167088735
1628,199163.18526749674
1629,165408.21027678566
1630,185296.93536888558
1631,177038.40493645822
1632,189088.61927027383
1633,169956.56529219504
1634,187333.06197078933
1635,178598.02833052966
1636,169962.92192724728
1637,180741.6909051764
1638,182193.15528306662
1639,181628.66989263866
1640,188922.44190539306
1641,178728.3074794863
1642,190001.22686435128
1643,180910.60885701398
1644,180496.74825241798
1645,169337.02427038428
1646,160774.63052072236
1647,162239.7601993782
1648,156971.9445507767
1649,157568.68603208617
1650,154679.01788657444
1651,155012.1654307816
1652,151075.15806999156
1653,149208.05561104475
1654,150921.5102577
1655,150214.02635020946
1656,150135.871083902
1657,152850.93047475207
1658,153084.82523360907
1659,150004.72915066208
1660,159747.74085557624
1661,193000.59017703895
1662,195064.5995097034
1663,210396.41802163795
1664,193437.75768824114
1665,196152.13796777942
1666,196769.46611143625
1667,191763.31245768757
1668,200577.57185897056
1669,197220.89199488718
1670,203667.6379395897
1671,196196.64730613265
1672,193904.2589891946
1673,199225.290227
1674,191664.62416024378
1675,182434.62652107843
1676,178850.54656079804
1677,187127.9900584958
1678,200261.3921778748
1679,205935.87772798588
1680,206179.22594280238
1681,189553.105484844
1682,204752.01242594057
1683,179088.82052068057
1684,184989.10329214702
1685,186882.25945419705
1686,179396.1075787231
1687,164640.44462542154
1688,191819.7675777848
1689,190284.4414953963
1690,187452.49842928353
1691,182417.24208377622
1692,194241.0409180439
1693,167608.19046440272
1694,177922.4007445145
1695,170221.474125396
1696,185280.55735054056
1697,170836.5543883014
1698,200400.8005324685
1699,172651.6326499274
1700,185821.1650893549
1701,200333.51086060202
1702,191259.8758675517
1703,187379.88695539633
1704,202064.60492463748
1705,190013.26163473373
1706,192146.3600764611
1707,188721.4637900534
1708,187862.31632833902
1709,200066.90178418742
1710,190928.58960394587
1711,190704.0152515355
1712,187064.79293262065
1713,192737.49978063253
1714,175816.0344980619
1715,185541.03429429804
1716,183293.03132413377
1717,168929.58052738395
1718,150953.10973598433
1719,189886.48484964587
1720,166438.35536649276
1721,167758.03290924995
1722,147364.77795194727
1723,159671.51371224658
1724,185935.99424634886
1725,190493.22280588548
1726,172885.3952866769
1727,164499.83810371492
1728,166188.3299505436
1729,164481.18034616628
1730,152199.7951424944
1731,152068.46384422618
1732,155140.72505249712
1733,150913.5424244662
1734,138489.47875516792
1735,149844.46500026245
1736,154994.39265008937
1737,160505.43597801364
1738,178159.1028455359
1739,166920.88077502823
1740,175094.94006692365
1741,178648.62356942362
1742,161940.1672816223
1743,163774.30614859576
1744,163174.90951837835
1745,184849.61402890948
1746,169976.9333179295
1747,181453.49747948692
1748,175993.4273037194
1749,154433.82379542605
1750,154879.46830178576
1751,180129.6463469816
1752,154894.7308253566
1753,160565.77281677746
1754,181593.05772738712
1755,163016.28827007575
1756,151392.1590387516
1757,155721.6263086617
1758,175862.06612429887
1759,155651.3303156669
1760,161014.2335148584
1761,164744.0182817986
1762,165764.7024932666
1763,164251.8058398222
1764,154129.9222940382
1765,149903.09747882662
1766,173685.00306364722
1767,181552.3299904498
1768,158915.51537252282
1769,167487.21247134957
1770,156576.65273448778
1771,155117.7916515029
1772,146311.0796734754
1773,156513.2760833409
1774,151098.8815423597
1775,167018.06292624
1776,158107.03819908237
1777,151296.31167702447
1778,159783.2822495446
1779,149600.25183500038
1780,159192.63797378173
1781,160549.1763716406
1782,142960.83181467082
1783,153460.19263422472
1784,154556.85780097713
1785,153315.5707513781
1786,146233.73147481497
1787,153889.40915072768
1788,129133.28603599423
1789,153580.57689755908
1790,137895.45075371105
1791,174719.7365611272
1792,161574.62470257425
1793,147826.8190764081
1794,164065.32342296685
1795,158862.30934968634
1796,147252.44314040686
1797,156067.11368722987
1798,154184.51201291033
1799,151431.66367178815
1800,145758.02327939388
1801,147724.46171943296
1802,147927.74097545684
1803,164600.16055624027
1804,150349.56166822824
1805,158620.8781391666
1806,157143.3398429252
1807,146834.25587459767
1808,153617.80462157103
1809,145613.25147589168
1810,165059.53431685473
1811,131072.73323808226
1812,141148.10565615745
1813,143935.32932103387
1814,140541.01425295346
1815,130795.07654517368
1816,150435.0740357815
1817,151944.67435369358
1818,152990.5356534527
1819,155436.01805146624
1820,120877.2385479843
1821,137393.7237452156
1822,159628.25181893952
1823,124408.71783162223
1824,149402.68353809236
1825,141774.74614498336
1826,152026.1300205031
1827,156818.64858304238
1828,158401.81654438312
1829,145244.45055782457
1830,155085.62014756375
1831,154677.7457540273
1832,131881.0606187951
1833,149665.7959957587
1834,151644.6227104536
1835,134626.60846991677
1836,144996.01912717184
1837,141928.95337990238
1838,145277.10130217508
1839,149193.85553379654
1840,144283.34782219442
1841,145146.43392737568
1842,139510.98085713715
1843,157106.55900329843
1844,152193.6952622636
1845,156123.27703831234
1846,162132.93179671047
1847,161620.9952422788
1848,142023.18173327492
1849,143107.26475027602
1850,155055.2095630257
1851,170858.11673845153
1852,147200.55704894842
1853,153366.63838074752
1854,153455.2326864941
1855,151636.34944441845
1856,184633.2346223394
1857,142886.82431955845
1858,151273.61958310835
1859,143980.33762818508
1860,151909.15605943368
1861,142563.79459458814
1862,175110.18172853222
1863,172605.6221500183
1864,172245.79309002883
1865,209856.38496849834
1866,197750.81037230758
1867,191589.6393596771
1868,200897.30920908332
1869,184476.81628032378
1870,196396.00418072022
1871,193538.65680288355
1872,186011.8678159712
1873,188276.23985877677
1874,158644.09096760527
1875,181056.35373808295
1876,188310.0187414799
1877,185760.66544338793
1878,178799.7504672081
1879,161366.86465243908
1880,157764.2581268012
1881,198931.88508810793
1882,194600.94749410305
1883,190620.44677598152
1884,193928.80661620625
1885,194663.35723338733
1886,201131.48991237424
1887,184056.57314937454
1888,191032.30427084863
1889,186310.7580997814
1890,152318.80166856857
1891,142677.91730912647
1892,142909.23975212246
1893,159811.76032807407
1894,144194.72220036888
1895,159387.59062328583
1896,156925.3534257806
1897,150622.90480342665
1898,149470.06910808678
1899,157008.1896088894
1900,155201.00231851032
1901,162740.2639008549
1902,160224.95604758183
1903,157631.71423313906
1904,152798.81385334663
1905,169511.95002574238
1906,139507.37889514948
1907,167087.51801585022
1908,150699.09846993757
1909,152511.97158269875
1910,152636.0247106727
1911,166249.69393380304
1912,167593.9230993055
1913,134808.6075471117
1914,128549.8825162428
1915,178876.7266337436
1916,130572.57575981562
1917,181813.99957995777
1918,158562.4807151453
