Id,SalePrice
1461,384190.8862134074
1462,545267.3443096228
1463,633463.103413055
1464,677147.5900252179
1465,645189.554802709
1466,569572.3647041324
1467,590336.7458234995
1468,542621.0442792514
1469,651418.1533770853
1470,396345.65552198206
1471,610465.6810330431
1472,302098.8806003983
1473,300206.89435135474
1474,478440.2022466555
1475,362936.9603482631
1476,1307083.0004340387
1477,854318.3221684778
1478,1003292.8601232264
1479,1005155.3256930512
1480,1964020.643785848
1481,1168440.2254239754
1482,726195.0234980515
1483,602073.4127749595
1484,546460.6596337518
1485,622743.3549609575
1486,652696.0475128746
1487,1232172.1776584808
1488,787370.6723298162
1489,655661.3749663809
1490,867270.236071736
1491,649308.6270085378
1492,291662.40122915816
1493,608694.4608900435
1494,1007633.3009398157
1495,1026285.6176534676
1496,843629.9070915919
1497,614325.5583736143
1498,562100.538699106
1499,543031.6340137498
1500,535218.0848348547
1501,596740.5197004692
1502,472275.82725866756
1503,1044251.9305589685
1504,825632.6377988621
1505,779437.9229830318
1506,647859.1676459541
1507,893747.8545257163
1508,686056.1949159105
1509,522853.7981362814
1510,476576.47685653076
1511,492446.93111574015
1512,578268.9370223074
1513,482522.2397068763
1514,525462.705645949
1515,638970.2424572794
1516,505084.5888089023
1517,581398.8285967959
1518,420604.2566954939
1519,713157.2215982077
1520,425487.12909072905
1521,442592.19087120437
1522,598253.4789979303
1523,364438.2845928012
1524,413681.4239926973
1525,398781.3368640323
1526,357953.39833716955
1527,338498.9587111649
1528,449383.66056111053
1529,502146.2547689401
1530,612937.9003845102
1531,343185.45517448586
1532,300827.5712106318
1533,488743.94225602836
1534,388084.205494453
1535,495973.8679594703
1536,345899.3870344028
1537,183406.2154144253
1538,514346.31880034326
1539,651811.5768719051
1540,305067.4350899708
1541,477726.0496099715
1542,461441.2602145679
1543,656305.6757536468
1544,261553.94822621715
1545,365476.29048118886
1546,431653.6235513044
1547,414554.38161782204
1548,441534.6036528004
1549,378983.37016089744
1550,423909.6085333711
1551,334968.2237726486
1552,465916.891926789
1553,502936.3531459987
1554,387049.7948157658
1555,558176.3924093673
1556,282177.6294443092
1557,350389.4878239583
1558,326272.235890939
1559,235099.7800603661
1560,415654.1977980395
1561,434611.4346775322
1562,429531.12640256283
1563,394918.1891599316
1564,536706.6809374674
1565,491420.66419272404
1566,825838.8891173976
1567,246727.17436307782
1568,837565.2127991627
1569,428167.8928719776
1570,448397.30478144827
1571,380125.75105106464
1572,473095.2256486447
1573,825498.3486068259
1574,395578.3743427083
1575,787563.5635032947
1576,870452.1702549082
1577,603155.1976746151
1578,491037.21447535726
1579,482293.6383500539
1580,649440.7013435198
1581,540568.0506309737
1582,412999.7062712995
1583,1086371.092021198
1584,745147.8955414786
1585,448964.1595522131
1586,210918.92293243378
1587,334673.3248285178
1588,509994.2125449484
1589,322937.9185480671
1590,433070.0808260513
1591,306210.5749324121
1592,375819.8625753255
1593,395867.8013783287
1594,419339.98217357695
1595,352606.66166667175
1596,735410.0484140316
1597,635434.2988485952
1598,731134.0012684197
1599,542594.9090144705
1600,514044.9613964298
1601,191676.59326238334
1602,372841.26790047484
1603,251483.48879552117
1604,926684.9867880305
1605,818233.5197072243
1606,563108.4271536678
1607,563936.7966177429
1608,732328.0440963714
1609,597856.6416401144
1610,498779.0519958555
1611,458410.94334568165
1612,564051.28056154
1613,548222.0462103137
1614,402996.1216453543
1615,289947.5261938057
1616,246680.76750538877
1617,291845.36530860333
1618,416820.16866618115
1619,466746.96705654747
1620,496905.8090304421
1621,451073.8803040492
1622,448551.7332504325
1623,878370.0739073958
1624,733880.817994706
1625,374794.7636091368
1626,551014.6729236034
1627,653976.1456522163
1628,1003561.4485418955
1629,601858.8673658965
1630,1304096.1536848173
1631,749309.4627676774
1632,831250.2625123229
1633,557905.4189645298
1634,616554.4075608321
1635,573778.76266857
1636,489092.7406077582
1637,695855.7563097948
1638,623239.4988225312
1639,617029.5369065128
1640,879373.6284156787
1641,606358.5438999941
1642,843414.8324037724
1643,747201.6873564464
1644,808541.3869831335
1645,664997.747266887
1646,519420.1350821307
1647,516264.5090628437
